,Address,Lot_Size,Price,Unit,latitude,longitude
67,"NW Corner Hwy #14, Mojave, CA 93501",2.5,5000.0,acres lot,35.052,-118.17396
68,"Avalon Avenue And Vic 179th St, California City, CA 93505",0.27,5000.0,acres lot,35.1778,-117.80937
69,"Vac Vic Glendower Avenue Borax Rd, Boron, CA 93516",0.94,5000.0,acres lot,35.0209,-117.70335
70,"12 Comeso Rd, Boron, CA 93516",2.5,5000.0,acres lot,35.0011,-117.66192
71,"0 No St, Taft, CA 93268",0.26,5000.0,acres lot,35.1396,-119.45188
72,"0 Apn 230 62 #16-04-2, Edwards, CA 93523",1.69,5000.0,acres lot,34.9260,-117.93506
73,"Buena Ventura Dr, California City, CA 93505",1.98,5000.0,acres lot,35.2039,-117.71485
74,"0 Garden Dr, Oroville, CA 95965",22.08,5000.0,acres lot,39.5348,-121.57678
75,"Grande, Alturas, CA 96101",0.93,5000.0,acres lot,41.408,-120.6579
76,"0 Bellaire Ave, North Edwards, CA 93523",0.55,5000.0,acres lot,35.0,-117.896
77,"Alpine Cir, Alturas, CA 96101",0.33,5000.0,acres lot,41.4098,-120.67728
78,"Brown Rd, Ridgecrest, CA 93555",2.47,5000.0,acres lot,35.5614,-117.77096
79,"0 25th St, Mojave, CA 93501",2.5,5000.0,acres lot,35.0193,-118.08733
80,"0 Brown Rd, Ridgecrest, CA 93555",2.47,5000.0,acres lot,35.5614,-117.77096
81,"Alpine, Alturas, CA 96101",1.31,5000.0,acres lot,41.532,-120.391
82,"230 230th St #E, Mojave, CA 93501",1.84,5499.0,acres lot,35.052,-118.17396
83,"Vic W Street J Street Randsburg, California City, CA 93505",2.63,5500.0,acres lot,35.1721,-117.89162
84,"Boyd Rd, Alturas, CA 96101",0.97,5500.0,acres lot,41.3045,-120.7851
85,"Tom Creek Hill Rd, Alturas, CA 96101",0.93,5500.0,acres lot,41.4871,-120.54232
86,"Bates Way, California City, CA 93505",2.43,5500.0,acres lot,35.1653,-117.83396
87,"5 4/48 Lake Shore Dr, Weed, CA 96094",0.29,5500.0,acres lot,41.5013,-122.36941
88,"0 Pipeline Rd, Boron, CA 93516",0.62,5500.0,acres lot,35.01278,-117.543815
89,"Wickenden, Alturas, CA 96101",0.96,5500.0,acres lot,41.404,-120.6413
90,"2008 Lupine Dr, Willits, CA 95490",0.29,5500.0,acres lot,39.449,-123.386
91,"LOT 141 Desavado Rd, Montague, CA 96064",1.1,5555.0,acres lot,41.894,-122.4273
92,"Unit Desavado #5-LOT 31, Montague, CA 96064",1.0,5555.0,acres lot,41.7282,-122.52739
93,"120XX Vic F St, California City, CA 93505",2.64,5950.0,acres lot,35.162,-117.90613
94,"9770 Venturi Dr, Cobb, CA 95426",0.42,5997.0,acres lot,38.849,-122.72771
95,"0 Off Fossil, Hinkley, CA 92347",5.0,5999.0,acres lot,34.9347,-117.19921
96,"18904 Timber Point Rd, Hidden Valley Lake, CA 95467",0.34,6000.0,acres lot,38.786,-122.5371
97,"0 Echolake Rd, Santa Margarita, CA 93453",2.5,6000.0,acres lot,35.27848,-119.92956
98,"0 Goleta Rd, Santa Margarita, CA 93453",2.5,6000.0,acres lot,35.2784,-119.93178
99,"LOT 86 UNIT 5, Alturas, CA 96101",1.17,6000.0,acres lot,41.4871,-120.54232
100,"LOT 87 UNIT 5, Alturas, CA 96101",0.95,6000.0,acres lot,41.4871,-120.54232
101,"160 Ste Ave, Lancaster, CA 93535",2.52,6000.0,acres lot,34.640,-117.7870
102,"LOT 247 Cumberland Rd, Boron, CA 93516",2.29,6000.0,acres lot,35.0011,-117.66192
103,"0 Apn #233-130-32, Edwards, CA 93523",3.1,6000.0,acres lot,34.9260,-117.93506
104,"Vic Ave #I4-213, Lancaster, CA 93535",2.57,6000.0,acres lot,34.641,-117.6764
105,"9701 Tehachapi Willow Springs Rd, Rosamond, CA 93560",2.5,6000.0,acres lot,34.887,-118.2899
106,"Unit Whitepine #4-LOT 28, Hornbrook, CA 96044",1.3,6000.0,acres lot,41.9101,-122.55585
107,"0 Apn 230 220 08 #230220, Edwards, CA 93523",3.44,6000.0,acres lot,34.9260,-117.93506
108,"0 Apn 02 #233130, Edwards, CA 93523",3.11,6000.0,acres lot,34.9260,-117.93506
109,"Catfish Ct UNIT 4, Montague, CA 96064",2.6,6000.0,acres lot,41.893,-122.4222
110,"0 Cumberland Road, Boron, CA 93516",2.29,6000.0,acres lot,46.3167,-62.50863
111,"9-2 Golden Hill Dr LOT 266, Weed, CA 96094",0.27,6000.0,acres lot,41.422,-122.38612
112,"North, Edwards, CA 93523",2.76,6000.0,acres lot,34.9260,-117.93506
113,"Heidi Dr, California City, CA 93505",0.27,6000.0,acres lot,35.166,-117.79153
114,"0 92nd St, California City, CA 93505",0.25,6000.0,acres lot,35.116,-117.96404
115,"Forest Hill Cir, Alturas, CA 96101",0.96,6000.0,acres lot,41.3199,-120.78325
116,"11299 Winding Way, Clipper Mills, CA 95930",0.52,6000.0,acres lot,39.5362,-121.163
117,"2341 Buckeye Rd, Willits, CA 95490",0.34,6000.0,acres lot,39.4273,-123.3999
118,"2333 Buckeye Rd, Willits, CA 95490",0.27,6000.0,acres lot,39.42,-123.39969
119,"0 Rosewood Blvd, Edwards, CA 93523",6.07,6250.0,acres lot,35.080,-117.8220
120,"Rosewood Blvd, Edwards, CA 93523",6.07,6250.0,acres lot,35.08,-117.7900
121,"20208 Powder Horn Rd, Hidden Valley Lake, CA 95467",0.39,6500.0,acres lot,38.792,-122.5367
122,"200 Vac Vic Ave, Lancaster, CA 93535",2.66,6500.0,acres lot,34.7,-117.9503
123,"4 Lotz Ct UNIT 5-18, Weed, CA 96094",0.43,6500.0,acres lot,41.513,-122.3744
124,"LOT 136 Hill Dr, Weed, CA 96094",0.49,6500.0,acres lot,41.422,-122.38612
125,"Garrett St, California City, CA 93505",0.26,6500.0,acres lot,35.2202,-117.78100
126,"Whitworth Ave, California City, CA 93505",0.27,6500.0,acres lot,35.2272,-117.76858
127,"0 La Bonita, Boron, CA 93516",3.85,6500.0,acres lot,34.9757,-117.51547
128,"0 Berendo Dr, California City, CA 93505",0.25,6500.0,acres lot,35.1779,-117.81757
129,"0 Vernon Dr, California City, CA 93505",0.31,6500.0,acres lot,35.1730,-117.82536
130,"0 Colette Cul De Sac, Barstow, CA 92311",2.38,6500.0,acres lot,34.8957,-117.01720
131,"0 Ridgecrest Blvd, Inyokern, CA 93527",2.5,6500.0,acres lot,35.618,-117.8459
132,"0 Waggoner Dr, California City, CA 93505",0.25,6650.0,acres lot,35.193,-117.77444
133,"0 Carl Dr, California City, CA 93505",0.28,6650.0,acres lot,35.1740,-117.82629
134,"Tamarack Ave, California City, CA 93505",2.53,6700.0,acres lot,35.1115,-117.91420
135,"0 250th St E, Lancaster, CA 93535",1.03,6795.0,acres lot,34.697,-117.6797
136,"Vic 210 Ste Vic Ave #F8, Lancaster, CA 93535",2.51,6800.0,acres lot,34.6511,-117.7036
137,"0 Mountain General Rd, Hinkley, CA 92347",5.0,6800.0,acres lot,34.96574,-117.153957
138,"2668 Summit Trl, Quincy, CA 95971",0.42,6900.0,acres lot,39.90,-120.7418
139,"0 Dorado Rd, Alturas, CA 96101",0.84,6900.0,acres lot,41.4172,-120.707162
140,"0 Haven Rd, Boron, CA 93516",2.26,6900.0,acres lot,35.02368,-117.570950
141,"15669 Little Peak Rd, Hidden Valley Lake, CA 95467",0.46,6950.0,acres lot,38.8299,-122.5641
142,"27622101005 Oldsmobile Blvd, California City, CA 93505",1.04,6990.0,acres lot,35.1889,-117.80016
143,"Collins Ave, California City, CA 93505",2.5,6990.0,acres lot,35.1258,-117.98590
144,"276-221 Oldsmobile Blvd #1, California City, CA 93505",1.04,6990.0,acres lot,35.1889,-117.80016
145,"Cindy Dr, California City, CA 93505",1.88,6990.0,acres lot,35.195,-117.75696
146,"Neuralia Rd, Cantil, CA 93519",2.5,6990.0,acres lot,35.261,-117.9592
147,"Washburn Blvd, California City, CA 93505",2.7,6990.0,acres lot,35.2037,-117.68439
148,"211-144 Isabella Blvd #13, California City, CA 93505",0.25,6999.0,acres lot,35.1280,-117.9949
149,"Isabella Blvd, California City, CA 93505",0.25,6999.0,acres lot,35.1280,-117.9949
150,"(undisclosed Address), Hidden Valley Lake, CA 95467",0.25,7000.0,acres lot,38.8076,-122.560148
151,"18227 N Shore Dr, Hidden Valley Lake, CA 95467",0.56,7000.0,acres lot,38.8156,-122.5706
152,"1 Mountain Wood Dr LOT 234, Weed, CA 96094",0.74,7000.0,acres lot,41.422,-122.38612
153,"0 Near Shaves Ave, Hinkley, CA 92347",2.5,7000.0,acres lot,34.9347,-117.19921
154,"1 Hansen & Munivez, California City, CA 93505",0.41,7000.0,acres lot,35.1258,-117.98590
155,"1 Waterman & S O Denise, California City, CA 93505",0.26,7000.0,acres lot,35.1258,-117.98590
156,"1 Timlin Way, California City, CA 93505",0.36,7000.0,acres lot,35.2304,-117.76154
157,"1 Santa Clara St #&-W/O, California City, CA 93505",0.26,7000.0,acres lot,35.1258,-117.98590
158,"Bucknell Road & N O Rice Ave, California City, CA 93505",0.35,7000.0,acres lot,35.1258,-117.98590
159,"Santa Clara St #&-W/O, California City, CA 93505",0.26,7000.0,acres lot,35.1258,-117.98590
160,"Timlin Way, California City, CA 93505",0.36,7000.0,acres lot,35.2304,-117.76154
161,"Waterman Street & S O Denise Ave, California City, CA 93505",0.26,7000.0,acres lot,35.1258,-117.98590
162,"Hansen Street & Munivez St, California City, CA 93505",0.41,7000.0,acres lot,35.2348,-117.76370
163,"0 Near Apache Rd, Boron, CA 93516",10.0,7000.0,acres lot,35.0011,-117.66192
164,"0 Le Conte St, California City, CA 93505",0.32,7000.0,acres lot,35.215,-117.7767
165,"W Catalina Ln, Ridgecrest, CA 93555",1.01,7000.0,acres lot,35.579,-117.719
166,"20th St W, Mojave, CA 93501",2.5,7000.0,acres lot,34.977,-118.0984
167,"Woodleaf Dr, Alturas, CA 96101",0.97,7000.0,acres lot,41.3227,-120.7912
168,"0 Unknown Outside, Los Angeles, CA 90003",1.25,7000.0,acres lot,33.9660,-118.27268
169,"0 Unkown Outside, Los Angeles, CA 90003",1.25,7000.0,acres lot,33.9660,-118.27268
170,"0 Casale Rd, Pacific Palisades, CA 90272",1.25,7000.0,acres lot,34.061,-118.5029
171,"0 Gener St, California City, CA 93505",0.25,7000.0,acres lot,35.1808,-117.80109
172,"Haver Ave, California City, CA 93505",0.27,7000.0,acres lot,35.154,-117.82264
173,"3 Chrysler Dr, California City, CA 93505",0.65,7000.0,acres lot,35.1614,-117.82614
174,"9 1/219 Brazos Ct, Weed, CA 96094",0.28,7000.0,acres lot,41.5475,-122.38045
175,"0 No Street Ave, Hinkley, CA 92347",5.0,7000.0,acres lot,34.9347,-117.19921
176,"1 Bucknell Rd, California City, CA 93505",0.35,7000.0,acres lot,35.2427,-117.7742
177,"0 Tousseau Ln, California City, CA 93505",0.25,7000.0,acres lot,35.2184,-117.78326
178,"1564 Desert Sand St, Salton Sea, CA 92275",0.29,7000.0,acres lot,33.4739,-115.88471
179,"Tousseau Ln, California City, CA 93504",0.25,7000.0,acres lot,35.2184,-117.78326
180,"Sally Ave, California City, CA 93505",0.36,7000.0,acres lot,35.134,-117.9563
181,"Unknown, California City, CA 93505",2.86,7000.0,acres lot,35.1258,-117.98590
182,"0 Luzon Dr, California City, CA 93505",0.28,7000.0,acres lot,35.2112,-117.77932
183,"Beaver Dr, Alturas, CA 96101",1.47,7000.0,acres lot,41.5397,-120.534852
184,"Grande Rd, Alturas, CA 96101",1.49,7000.0,acres lot,41.408,-120.6579
185,"Buffalo Dr, Alturas, CA 96101",1.47,7000.0,acres lot,41.557,-120.5308
186,"2235 Goose Rd, Willits, CA 95490",0.44,7000.0,acres lot,39.4414,-123.39826
187,"1 Todd Ln, Twentynine Palms, CA 92277",1.25,7250.0,acres lot,34.160,-116.098278
188,"0 Uknown, Needles, CA 92363",7.5,7500.0,acres lot,34.848,-114.61413
189,"Mahogany Way, Lookout, CA 96054",1.14,7500.0,acres lot,41.22,-121.21344
190,"87 Lane, Hornbrook, CA 96044",2.5,7500.0,acres lot,41.9101,-122.55585
191,"0 Nr Ave #I4, Lancaster, CA 93535",2.55,7500.0,acres lot,34.767,-117.7301
192,"0 Nr Ave #D4, Lancaster, CA 93535",2.5,7500.0,acres lot,34.767,-117.7301
193,"Unit 155-LOT 2, Weed, CA 96094",0.26,7500.0,acres lot,41.422,-122.38612
194,"0 Vac Vic Ave #8/146, Pearblossom, CA 93553",3.12,7500.0,acres lot,34.492,-117.8999
195,"Vic Ave W #W8-146, Pearblossom, CA 93553",2.42,7500.0,acres lot,34.492,-117.8999
196,"0 Vicinity Ave #1-4, Lancaster, CA 93535",1.28,7500.0,acres lot,34.6873,-118.10118
197,"0 Tamarisk Rd, Adelanto, CA 92301",2.28,7500.0,acres lot,34.73716,-117.616561
198,"1 Buckthorne Dr, Cedarpines Park, CA 92322",0.31,7500.0,acres lot,34.252,-117.33022
199,"0 Nelly Dr, California City, CA 93505",1.69,7500.0,acres lot,35.1436,-117.83863
200,"16242 Stagecoach Rd, Corning, CA 96021",1.8,7500.0,acres lot,39.823,-122.5235
201,"8 Mre Mallard Ln, Alturas, CA 96101",1.47,7500.0,acres lot,41.4871,-120.54232
202,"Vicinity Avenue Eas #I4, Lancaster, CA 93535",2.55,7500.0,acres lot,40.03546,-76.506613
203,"Vicinity I 4 & 122nd St E, Lancaster, CA 93535",1.28,7500.0,acres lot,34.62382,-117.894259
204,"Unit Lake Shastina Dr #4-LOT 344, Weed, CA 96094",0.25,7500.0,acres lot,41.522,-122.3746
205,"1 17th E, Mojave, CA 93501",2.5,7500.0,acres lot,35.052,-118.17396
206,"N/o Silver Queen & 17th E, Mojave, CA 93501",2.5,7500.0,acres lot,35.052,-118.17396
207,"N Clover Dr, California City, CA 93505",0.33,7500.0,acres lot,35.135,-118.0074
208,"25033 Brooktrails Dr, Willits, CA 95490",0.25,7500.0,acres lot,39.440,-123.38396
209,"Vic Aqueduct 110th Ste, Pearblossom, CA 93553",3.04,7600.0,acres lot,34.5063,-117.90978
210,"0 Vac Vic Aqueduct 110th Est, Littlerock, CA 93543",3.04,7600.0,acres lot,34.497,-117.9332
211,"LOT 123 Lake Side Ln, Hornbrook, CA 96044",2.6,7700.0,acres lot,41.9101,-122.55585
212,"0 Unknown, Twentynine Palms, CA 92277",0.62,7750.0,acres lot,34.1356,-116.05435
213,"Carp St UNIT 4, Montague, CA 96064",2.76,7777.0,acres lot,41.907,-122.4450
214,"Vic Ave E #D4, Lancaster, CA 93535",2.5,7800.0,acres lot,34.760,-118.1439
215,"92-197 Mountain Wood Dr, Weed, CA 96094",0.31,7800.0,acres lot,41.541,-122.3835
216,"2 450th #19-000, Niland, CA 92257",5.07,7850.0,acres lot,33.2400,-115.51887
217,"0 Wadena, Boron, CA 93516",2.15,7860.0,acres lot,35.0011,-117.66192
218,"X4 Vic Ave #178, Llano, CA 93544",3.15,7873.0,acres lot,34.478,-117.6841
219,"LOT 132 Elkridge Rd, Weed, CA 96094",0.25,7900.0,acres lot,41.422,-122.38612
220,"Melody Lane And 130th St, Rosamond, CA 93560",2.49,7900.0,acres lot,34.8641,-118.16340
221,"0 Near Uns #95, Needles, CA 92363",10.0,7900.0,acres lot,34.848,-114.61413
222,"0 Antelope Dr W, California City, CA 93505",1.95,7900.0,acres lot,35.1895,-117.77724
223,"0 Salton Rd, Boron, CA 93516",2.19,7900.0,acres lot,34.995,-117.5373
224,"LOT 273 Stag Mountain Rd, Weed, CA 96094",0.45,7900.0,acres lot,41.422,-122.38612
225,"Lot 96 Harborview Dr, Weed, CA 96094",0.27,7900.0,acres lot,41.422,-122.38612
226,"0 Jacaranda Ave, California City, CA 93505",0.25,7900.0,acres lot,35.116,-117.9635
227,"0488-074-35 Powerline Rd, Hinkley, CA 92347",2.5,7950.0,acres lot,34.99627,-117.38091
228,"211-142 Olindo St #9, California City, CA 93505",0.25,7999.0,acres lot,35.1125,-117.99237
229,"9 1/231 Brazos Ct, Weed, CA 96094",0.3,7999.0,acres lot,41.5475,-122.38045
230,"30 30th St #E, Mojave, CA 93501",1.25,7999.0,acres lot,35.0194,-118.07841
231,"769 Lindley Loop, Whitethorn, CA 95589",0.29,8000.0,acres lot,40.040,-124.0606
232,"100 Stw Vic Ave E #C5, Lancaster, CA 93536",1.75,8000.0,acres lot,34.755,-118.4500
233,"LOT 202 Quanah Ct, Borrego Springs, CA 92004",0.47,8000.0,acres lot,33.209,-116.34278
234,"Lot 155 Stag Mountain Rd UNIT 4, Weed, CA 96094",0.27,8000.0,acres lot,41.51,-122.3794
235,"Lot 154 Stag Mountain Rd UNIT 4, Weed, CA 96094",0.25,8000.0,acres lot,41.51,-122.3794
236,"1 W Vicki Ave #395, Ridgecrest, CA 93555",2.52,8000.0,acres lot,35.638,-117.6897
237,"Vic Hwy #395, Ridgecrest, CA 93555",2.52,8000.0,acres lot,35.6225,-117.66994
238,"20 Hoedown Rd, Alturas, CA 96101",0.86,8000.0,acres lot,41.3001,-120.79876
239,"San Pablo Rd LOT 235, Borrego Springs, CA 92004",0.36,8000.0,acres lot,33.218,-116.368
240,"100 Vac Vic Ave, Lancaster, CA 93535",2.66,8000.0,acres lot,34.762,-118.1252
241,"76 Saint, California City, CA 93505",0.25,8000.0,acres lot,35.1133,-117.99346
242,"0 Vac 210 Ste Vic Ave #H11, Lancaster, CA 93535",2.62,8000.0,acres lot,34.641,-117.6764
243,"11277-11277 Holiday Dr #B, Clipper Mills, CA 95930",0.37,8000.0,acres lot,39.53,-121.1640
244,"1 Hundredth St, Mojave, CA 93501",2.5,8000.0,acres lot,35.052,-118.17396
245,"9999 Adobe Rd, Twentynine Palms, CA 92277",2.52,8000.0,acres lot,34.197,-115.9209
246,"0 Beckworth Rd, Santa Margarita, CA 93453",2.5,8000.0,acres lot,35.283,-119.8721
247,"Vic Avenue Stw #E2-130, Lancaster, CA 93536",2.49,8000.0,acres lot,34.7037,-118.34183
248,"0 Apn 233 130 35 #233130, Edwards, CA 93523",5.0,8000.0,acres lot,34.9260,-117.93506
249,"0 State Highway 58, Los Angeles, CA 90003",0.99,8000.0,acres lot,34.0621,-118.25973
250,"0 Jasper St, Buttonwillow, CA 93206",0.56,8000.0,acres lot,47.5965,-52.71767
251,"0 Duquesne St, California City, CA 93505",9.98,8000.0,acres lot,35.1743,-117.78212
252,"0 Calimesa Trl, Santa Margarita, CA 93453",2.5,8000.0,acres lot,35.289,-119.92940
253,"Duquesne St, California City, CA 93505",9.98,8000.0,acres lot,35.1743,-117.78212
254,"0 Valenzuela Ave, California City, CA 93505",0.27,8000.0,acres lot,35.2009,-117.80254
255,"0 Fairmont Ave, Boron, CA 93516",2.05,8000.0,acres lot,45.4045,-75.72389
256,"Fattaleh Ct, California City, CA 93505",1.95,8000.0,acres lot,35.2069,-117.73590
257,"Grayson St, California City, CA 93505",1.85,8000.0,acres lot,35.1674,-117.81514
258,"Mountain Goat Dr, Alturas, CA 96101",2.56,8000.0,acres lot,41.5564,-120.55722
259,"San Pablo Rd LOT 234, Borrego Springs, CA 92004",0.35,8000.0,acres lot,33.218,-116.368
260,"Rocky Hill Rd, Onyx, CA 93255",0.31,8000.0,acres lot,35.686,-118.2175
261,"0 N Bellaire, North Edwards, CA 93523",1.45,8000.0,acres lot,34.9260,-117.93506
262,"0 Avenue 15, Mojave, CA 93501",0.34,8000.0,acres lot,35.10030,-118.174886
263,"11234 Winding Way, Clipper Mills, CA 95930",0.43,8000.0,acres lot,39.535,-121.1662
264,"6260 Merry Way, Clipper Mills, CA 95930",0.35,8000.0,acres lot,39.53,-121.1612
265,"0 Helendale Rd, Helendale, CA 92342",5.0,8150.0,acres lot,34.7602,-117.32870
266,"0 E Douglas Ave, Mojave, CA 93501",1.25,8200.0,acres lot,35.061,-118.1887
267,"0542-101-62 Road, Newberry Springs, CA 92365",10.31,8350.0,acres lot,34.827,-116.68836
268,"43 Santa Fe Ave, Hinkley, CA 92347",5.0,8450.0,acres lot,34.935,-117.19311
269,"44 Santa Fe Ave, Hinkley, CA 92347",5.0,8450.0,acres lot,34.935,-117.19311
270,"5 Ac Close To Hoffman Rd, Barstow, CA 92311",5.0,8500.0,acres lot,34.8957,-117.01720
271,"135th Street E & Ave #E8, Lancaster, CA 93536",2.5,8500.0,acres lot,34.6761,-118.20558
272,"Vera Ave, Inyokern, CA 93527",2.46,8500.0,acres lot,35.643,-117.8070
273,"28802205003 Washburn Blvd, California City, CA 93505",1.85,8500.0,acres lot,35.1842,-117.96800
274,"288-022 Washburn Blvd #5, California City, CA 93505",1.85,8500.0,acres lot,35.1842,-117.96800
275,"0 Manacor Rd, Hinkley, CA 92347",2.32,8500.0,acres lot,34.9442,-117.1813
276,"135 Vac Vic Ave #8/135, Lancaster, CA 93536",2.5,8500.0,acres lot,34.696,-118.3320
277,"0 Tamarisk St, Barstow, CA 92311",2.04,8500.0,acres lot,34.872,-117.10279
278,"9 2/63 Stone Crest Dr, Weed, CA 96094",0.3,8500.0,acres lot,41.53,-122.3835
279,"Claymine Rd, Edwards, CA 93523",2.03,8500.0,acres lot,35.027,-117.833
280,"101 Auburn Ct, Boron, CA 93516",2.31,8600.0,acres lot,35.02516,-117.577223
281,"112 Salem Ave, Boron, CA 93516",2.39,8700.0,acres lot,35.02959,-117.574009
